date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:32:02	146899/146899	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:31:48%20GMT	http://www.ahnlab.com/kr/site/support/customer/telinfo.do	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/support/customer/telinfo.html	(from http://www.ahnlab.com/kr/site/main.do)
17:32:03	181135/181135	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:31:44%20GMT	http://www.ahnlab.com/kr/site/product/productList.do	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productList.html	(from http://www.ahnlab.com/kr/site/main.do)
17:32:06	180/180	---M--	302	error ('Found')	text/html	date:Fri,%2026%20Feb%202016%2010:32:08%20GMT	https://www.ahnlab.com/kr/site/support/virus/reportForm.do?tab=2	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/support/virus/reportForm.46d686.delayed	(from http://www.ahnlab.com/kr/site/main.do)
17:32:07	179031/179031	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:31:50%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=17	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productView49a3.html	(from http://www.ahnlab.com/kr/site/main.do)
17:32:07	191592/191592	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:31:48%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=15	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productViewfac2.html	(from http://www.ahnlab.com/kr/site/main.do)
17:32:24	169564/169564	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:32:08%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=107	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productView3a25.html	(from http://www.ahnlab.com/kr/site/main.do)
17:32:27	168970/168970	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:32:11%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=108	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productView69f7.html	(from http://www.ahnlab.com/kr/site/main.do)
17:32:29	190/190	---M--	302	error ('Found')	text/html	date:Fri,%2026%20Feb%202016%2010:32:32%20GMT	https://www.ahnlab.com/kr/site/support/virus/reportCenterForm.do?tab=error	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/support/virus/reportCenterForm.48233d.delayed	(from http://www.ahnlab.com/kr/site/main.do)
17:32:29	172248/172248	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:32:13%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=112	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productViewd67f.html	(from http://www.ahnlab.com/kr/site/main.do)
17:32:30	148069/148069	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:32:13%20GMT	https://www.ahnlab.com/kr/site/login/loginForm.do?from_url=http%3A%2F%2Fwww.ahnlab.com%2Fkr%2Fsite%2Fsupport%2Fvirus%2FreportForm.do%3Ftab%3D2	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/login/loginFormf660.html	(from http://www.ahnlab.com/kr/site/main.do)
