date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:32:46	189088/189088	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:32:29%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=8	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productView7722.html	(from http://www.ahnlab.com/kr/site/main.do)
17:32:52	178047/178047	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:32:34%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=66	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productViewde70.html	(from http://www.ahnlab.com/kr/site/main.do)
17:32:54	170405/170405	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:32:36%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=89	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productView775c.html	(from http://www.ahnlab.com/kr/site/main.do)
17:32:55	183400/183400	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:32:35%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=19	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productView7fbd.html	(from http://www.ahnlab.com/kr/site/main.do)
17:33:10	172725/172725	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:32:52%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=60	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productView3edc.html	(from http://www.ahnlab.com/kr/site/main.do)
17:33:11	2194/2194	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Feb%202016%2010:33:15%20GMT	http://www.ahnlab.com/kr/site/GET	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/GET.4f.delayed	(from http://www.ahnlab.com/kr/site/main.do)
17:33:18	200464/200464	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:32:57%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=13	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productView1895.html	(from http://www.ahnlab.com/kr/site/main.do)
17:33:20	191611/191611	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:32:59%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=81	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productViewf542.html	(from http://www.ahnlab.com/kr/site/main.do)
17:33:20	188826/188826	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:33:00%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=26	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productView2106.html	(from http://www.ahnlab.com/kr/site/main.do)
17:33:35	180117/180117	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:33:16%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=58	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productViewe467.html	(from http://www.ahnlab.com/kr/site/main.do)
17:33:41	189277/189277	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:33:24%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=23	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productViewf3aa.html	(from http://www.ahnlab.com/kr/site/main.do)
17:33:42	178982/178982	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:33:26%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=75	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productView61d7.html	(from http://www.ahnlab.com/kr/site/main.do)
17:33:45	17909/17909	---MC-	200	added ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:33:46%20GMT	http://www.ahnlab.com/kr/site/html/event/2016/v3mobile/index.html	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/html/event/2016/v3mobile/index.html	(from http://www.ahnlab.com/kr/site/main.do)
17:33:50	8251/8251	---M--	200	added ('OK')	image/png	etag:%2256a9a789-203b%22	http://image.ahnlab.com/event/event_main_banner/text_banner_478.png	E:/projects/other/ahnlab/html/ahnlab/image.ahnlab.com/event/event_main_banner/text_banner_478.png	(from http://www.ahnlab.com/kr/site/main.do)
17:33:55	181865/181865	U--MC-	200	updated ('OK')	text/html	date:Fri,%2026%20Feb%202016%2010:33:40%20GMT	http://www.ahnlab.com/kr/site/product/productView.do?prodSeq=86	E:/projects/other/ahnlab/html/ahnlab/www.ahnlab.com/kr/site/product/productViewb613.html	(from http://www.ahnlab.com/kr/site/main.do)
17:33:58	106502/106502	---M--	200	added ('OK')	image/jpeg	etag:%2256a9a789-1a006%22	http://image.ahnlab.com/event/event_main_banner/banner_478.jpg	E:/projects/other/ahnlab/html/ahnlab/image.ahnlab.com/event/event_main_banner/banner_478.jpg	(from http://www.ahnlab.com/kr/site/main.do)
